Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
1100 BLOCK OF NW DAVIS ST,23-902378,Property,Pearl,1/26/2023,0000,Larceny Offenses,Theft From Motor Vehicle,45.524421005,-122.682681013,7642766,684847,1/27/2023,1
1100 BLOCK OF NW DAVIS ST,23-903123,Property,Pearl,2/4/2023,1330,Vandalism,Vandalism,45.524421005,-122.682681013,7642766,684847,2/5/2023,1
1100 BLOCK OF NW DAVIS ST,23-903651,Property,Pearl,2/8/2023,1930,Vandalism,Vandalism,45.524421005,-122.682681013,7642766,684847,2/9/2023,1
1100 BLOCK OF NW DAVIS ST,23-904420,Property,Pearl,2/10/2023,1930,Vandalism,Vandalism,45.524421005,-122.682681013,7642766,684847,2/13/2023,1
1100 BLOCK OF NW EVERETT ST,23-2098,Property,Pearl,1/3/2023,1000,Vandalism,Vandalism,45.525131172,-122.682704412,7642767,685106,1/3/2023,1
1100 BLOCK OF NW EVERETT ST,23-29116,Property,Pearl,1/31/2023,1743,Larceny Offenses,Shoplifting,45.525131172,-122.682704412,7642767,685106,1/31/2023,1
1100 BLOCK OF NW LOVEJOY ST,23-27699,Property,Pearl,1/30/2023,0450,Vandalism,Vandalism,45.530036093,-122.682889093,7642768,686895,1/30/2023,1
1100 BLOCK OF NW LOVEJOY ST,23-27717,Property,Pearl,1/30/2023,0450,Vandalism,Vandalism,45.530123827,-122.682892466,7642768,686927,1/30/2023,1
1100 BLOCK OF NW OVERTON ST,23-20898,Property,Pearl,1/22/2023,1830,Motor Vehicle Theft,Motor Vehicle Theft,45.532256918,-122.682970586,7642769,687705,1/23/2023,1
1100 BLOCK OF NW OVERTON ST,23-45271,Property,Pearl,2/18/2023,0954,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.532256918,-122.682970586,7642769,687705,2/18/2023,1
1100 BLOCK OF SE 12TH AVE,23-31589,Property,Buckman East,1/26/2023,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.514708523,-122.653596629,7650123,681107,2/3/2023,1
1100 BLOCK OF SE 12TH AVE,23-901690,Property,Buckman East,1/18/2023,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.514708523,-122.653596629,7650123,681107,1/19/2023,1
1100 BLOCK OF SE 51ST AVE,23-52314,Property,Mt Tabor,2/26/2023,1359,Motor Vehicle Theft,Motor Vehicle Theft,45.514830533,-122.610205316,7661243,680858,2/26/2023,1
1100 BLOCK OF SE 139TH AVE,23-12648,Property,Hazelwood,1/14/2023,0700,Motor Vehicle Theft,Motor Vehicle Theft,45.515219652,-122.520958894,7684116,680415,1/14/2023,1
1100 BLOCK OF SE 146TH AVE,23-901231,Property,Centennial,1/2/2023,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.515007306,-122.513677296,7685980,680291,1/16/2023,1
1100 BLOCK OF SE ALDER ST,23-29378,Property,Buckman West,2/1/2023,0209,Burglary,Burglary,45.517875375,-122.654146040,7650013,682265,2/1/2023,1
1100 BLOCK OF SE DIVISION ST,23-15447,Property,Hosford-Abernethy,1/14/2023,1930,Burglary,Burglary,45.504899013,-122.654231351,7649865,677536,1/17/2023,1
1100 BLOCK OF SE GRAND AVE,23-900482,Property,Buckman West,1/5/2023,0000,Vandalism,Vandalism,45.514731536,-122.660700121,7648303,681164,1/5/2023,1
1100 BLOCK OF SE MADISON ST,23-26387,Property,Buckman West,1/28/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.512971779,-122.654182469,7649956,680478,1/28/2023,1
1100 BLOCK OF SE MORRISON ST,23-903027,Property,Buckman West,1/20/2023,1425,Larceny Offenses,Theft From Building,45.517161947,-122.654150197,7650005,682005,2/3/2023,1
1100 BLOCK OF SE POWELL BLVD,23-45698,Property,Brooklyn,2/18/2023,1914,Vandalism,Vandalism,45.501167794,-122.654515113,7649756,676178,2/18/2023,1
1100 BLOCK OF SE STARK ST,23-27569,Person,Buckman West,1/29/2023,1600,Assault Offenses,Simple Assault,45.519387296,-122.654137050,7650030,682816,1/30/2023,1
1100 BLOCK OF SE STEPHENS ST,23-28660,Property,Hosford-Abernethy,1/30/2023,1530,Burglary,Burglary,45.509316825,-122.654203820,7649915,679146,1/31/2023,1
1100 BLOCK OF SW 2ND AVE,23-11898,Property,Downtown,1/13/2023,1224,Embezzlement,Embezzlement,45.515006335,-122.676231105,7644326,681371,1/13/2023,1
1100 BLOCK OF SW 2ND AVE,23-16760,Property,Downtown,1/18/2023,1655,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.515006335,-122.676231105,7644326,681371,1/18/2023,1
1100 BLOCK OF SW 2ND AVE,23-18424,Property,Downtown,1/2/2023,2100,Larceny Offenses,All Other Larceny,45.515006335,-122.676231105,7644326,681371,1/20/2023,1
1100 BLOCK OF SW 2ND AVE,23-18524,Property,Downtown,1/20/2023,1309,Larceny Offenses,All Other Larceny,45.515006335,-122.676231105,7644326,681371,1/20/2023,1
1100 BLOCK OF SW 2ND AVE,23-30026,Property,Downtown,2/1/2023,2015,Vandalism,Vandalism,45.515006335,-122.676231105,7644326,681371,2/1/2023,1
1100 BLOCK OF SW 2ND AVE,23-30026,Society,Downtown,2/1/2023,2015,Weapon Law Violations,Weapons Law Violations,45.515006335,-122.676231105,7644326,681371,2/1/2023,1
1100 BLOCK OF SW 2ND AVE,23-30461,Property,Downtown,2/1/2023,1100,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.515006335,-122.676231105,7644326,681371,2/2/2023,1
1100 BLOCK OF SW 2ND AVE,23-30526,Property,Downtown,2/2/2023,1121,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.515006335,-122.676231105,7644326,681371,2/2/2023,1
1100 BLOCK OF SW 2ND AVE,23-30526,Property,Downtown,2/2/2023,1121,Fraud Offenses,Identity Theft,45.515006335,-122.676231105,7644326,681371,2/2/2023,1
1100 BLOCK OF SW 2ND AVE,23-36034,Society,Downtown,2/8/2023,1116,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.515006335,-122.676231105,7644326,681371,2/8/2023,1
1100 BLOCK OF SW 2ND AVE,23-37835,Society,Downtown,2/10/2023,0906,Pornography/Obscene Material,Pornography/Obscene Material,45.515006335,-122.676231105,7644326,681371,2/10/2023,1
1100 BLOCK OF SW 2ND AVE,23-42640,Person,Downtown,2/15/2023,1425,Assault Offenses,Intimidation,45.515006335,-122.676231105,7644326,681371,2/15/2023,1
1100 BLOCK OF SW 2ND AVE,23-53851,Property,Downtown,2/28/2023,1032,Fraud Offenses,Credit Card/ATM Fraud,45.515006335,-122.676231105,7644326,681371,2/28/2023,1
1100 BLOCK OF SW 2ND AVE,23-800387,Property,Downtown,1/31/2023,0000,Vandalism,Vandalism,45.515006335,-122.676231105,7644326,681371,2/1/2023,1
1100 BLOCK OF SW 2ND AVE,23-800535,Society,Downtown,2/14/2023,1336,Weapon Law Violations,Weapons Law Violations,45.515006335,-122.676231105,7644326,681371,2/14/2023,1
1100 BLOCK OF SW 3RD AVE,23-6547,Person,Downtown,1/7/2023,2025,Assault Offenses,Simple Assault,45.515244910,-122.677106625,7644104,681464,1/7/2023,1
1100 BLOCK OF SW 11TH AVE,23-18672,Person,Downtown,1/20/2023,1625,Assault Offenses,Simple Assault,45.517302047,-122.684799754,7642153,682267,1/20/2023,1
1100 BLOCK OF SW 11TH AVE,23-28708,Property,Downtown,1/31/2023,0650,Larceny Offenses,Theft From Building,45.517302047,-122.684799754,7642153,682267,1/31/2023,1
1100 BLOCK OF SW 12TH AVE,23-14942,Property,Downtown,3/6/2022,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.517545520,-122.685702855,7641924,682362,1/16/2023,1
1100 BLOCK OF SW 12TH AVE,23-18522,Property,Downtown,1/19/2023,0821,Larceny Offenses,Theft From Motor Vehicle,45.517545520,-122.685702855,7641924,682362,1/20/2023,1
1100 BLOCK OF SW 12TH AVE,23-18522,Property,Downtown,1/19/2023,0821,Vandalism,Vandalism,45.517545520,-122.685702855,7641924,682362,1/20/2023,1
1100 BLOCK OF SW 12TH AVE,23-33578,Property,Downtown,2/5/2023,1855,Larceny Offenses,Theft From Motor Vehicle,45.517545520,-122.685702855,7641924,682362,2/5/2023,1
1100 BLOCK OF SW 12TH AVE,23-900465,Person,Downtown,1/4/2023,0715,Assault Offenses,Aggravated Assault,45.517545520,-122.685702855,7641924,682362,1/5/2023,1
1100 BLOCK OF SW 12TH AVE,23-901804,Property,Downtown,1/25/2023,0500,Vandalism,Vandalism,45.517545520,-122.685702855,7641924,682362,1/25/2023,1
1100 BLOCK OF SW 19TH AVE,23-902157,Property,Goose Hollow,1/23/2023,0017,Larceny Offenses,All Other Larceny,45.519272734,-122.693114585,7640042,683043,1/23/2023,1
1100 BLOCK OF SW ALDER ST,23-21886,Property,Downtown,1/24/2023,0543,Burglary,Burglary,45.521126032,-122.683249086,7642588,683650,1/24/2023,1
1100 BLOCK OF SW HARVEY MILK ST,23-24746,Property,Downtown,1/27/2023,0025,Robbery,Robbery,45.522472193,-122.682578775,7642773,684136,1/27/2023,1
1100 BLOCK OF SW HARVEY MILK ST,23-34891,Property,Downtown,2/7/2023,0442,Robbery,Robbery,45.522472193,-122.682578775,7642773,684136,2/7/2023,1
1100 BLOCK OF SW HARVEY MILK ST,23-36697,Person,Downtown,2/9/2023,0535,Assault Offenses,Aggravated Assault,45.522472193,-122.682578775,7642773,684136,2/9/2023,1
1100 BLOCK OF SW HARVEY MILK ST,23-45098,Property,Downtown,2/18/2023,0306,Robbery,Robbery,45.522472193,-122.682578775,7642773,684136,2/18/2023,1
1100 BLOCK OF SW HARVEY MILK ST,23-902125,Property,Downtown,1/21/2023,0709,Fraud Offenses,Credit Card/ATM Fraud,45.522472193,-122.682578775,7642773,684136,1/23/2023,1
1100 BLOCK OF SW JEFFERSON ST,23-28503,Property,Downtown,1/31/2023,0633,Burglary,Burglary,45.516380008,-122.685818003,7641883,681938,1/31/2023,1
1100 BLOCK OF SW VERMONT ST,23-28087,Property,Hillsdale,1/30/2023,0700,Motor Vehicle Theft,Motor Vehicle Theft,45.476072825,-122.691548706,7640016,667287,1/30/2023,1
1100 BLOCK OF SW WASHINGTON ST,23-903513,Property,Downtown,2/25/2023,1630,Vandalism,Vandalism,45.521710972,-122.682932012,7642675,683861,2/26/2023,1
1100 BLOCK OF SW YAMHILL ST,23-549,Property,Downtown,1/1/2023,1324,Burglary,Burglary,45.519789795,-122.683974388,7642389,683168,1/1/2023,1
1100 BLOCK OF W BURNSIDE ST,23-901675,Property,Downtown,1/23/2023,1712,Larceny Offenses,Shoplifting,45.522913010,-122.682626945,7642765,684297,1/24/2023,1
1100 BLOCK OF W BURNSIDE ST,23-902307,Property,Downtown,1/7/2023,1806,Larceny Offenses,Shoplifting,45.522913010,-122.682626945,7642765,684297,1/26/2023,1
1200 BLOCK OF E BURNSIDE ST,23-35995,Property,Buckman East,2/8/2023,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.522864537,-122.652910699,7650378,684075,2/8/2023,1
1200 BLOCK OF E BURNSIDE ST,23-36027,Property,Buckman East,2/8/2023,1108,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.522866002,-122.653418157,7650248,684079,2/8/2023,1
1200 BLOCK OF E BURNSIDE ST,23-903216,Property,Buckman East,2/2/2023,1900,Larceny Offenses,Theft From Motor Vehicle,45.522864537,-122.652910699,7650378,684075,2/6/2023,1
1200 BLOCK OF LLOYD CENTER,23-900849,Property,Lloyd,1/7/2023,1745,Larceny Offenses,Shoplifting,45.532256896,-122.654621497,7650031,687510,1/11/2023,1
1200 BLOCK OF LLOYD CENTER,23-904358,Property,Lloyd,2/8/2023,1650,Larceny Offenses,Shoplifting,45.532256494,-122.654496562,7650063,687509,2/12/2023,1
1200 BLOCK OF N ANCHOR WAY,23-2445,Property,Bridgeton,12/23/2022,1700,Vandalism,Vandalism,45.604658607,-122.679652841,7644331,714071,1/3/2023,1
1200 BLOCK OF N ANCHOR WAY,23-30329,Property,Bridgeton,2/1/2023,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.604658607,-122.679652841,7644331,714071,2/2/2023,1
1200 BLOCK OF N ANCHOR WAY,23-902916,Property,Bridgeton,2/2/2023,0800,Vandalism,Vandalism,45.604658607,-122.679652841,7644331,714071,2/2/2023,1
1200 BLOCK OF N BALDWIN ST,23-8744,Property,Kenton,1/9/2023,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.578586413,-122.679631591,7644080,704568,1/10/2023,1
1200 BLOCK OF N BALDWIN ST,23-14424,Property,Kenton,1/15/2023,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.578586413,-122.679631591,7644080,704568,1/16/2023,1
1200 BLOCK OF N BALDWIN ST,23-47269,Property,Kenton,2/20/2023,1130,Motor Vehicle Theft,Motor Vehicle Theft,45.578674220,-122.679631058,7644081,704600,2/20/2023,1
1200 BLOCK OF N HAYDEN MEADOWS DR,23-900450,Property,East Columbia,1/4/2023,0715,Larceny Offenses,All Other Larceny,45.592937032,-122.679698601,7644204,709799,1/4/2023,1
1200 BLOCK OF N JESSUP ST,23-903202,Property,Overlook,1/25/2023,1325,Larceny Offenses,All Other Larceny,45.564132146,-122.679673908,7643927,699300,2/6/2023,1
1200 BLOCK OF N JESSUP ST,23-903541,Property,Overlook,1/31/2023,1300,Larceny Offenses,All Other Larceny,45.564132146,-122.679673908,7643927,699300,2/10/2023,1
1200 BLOCK OF N MORGAN ST,23-29591,Property,Arbor Lodge,1/31/2023,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.574604748,-122.679521571,7644069,703116,2/1/2023,1
1200 BLOCK OF N TERRY ST,23-29479,Property,Kenton,2/1/2023,0030,Motor Vehicle Theft,Motor Vehicle Theft,45.580041697,-122.679570303,7644110,705098,2/1/2023,1
1200 BLOCK OF N TERRY ST,23-903553,Property,Kenton,2/1/2023,1510,Larceny Offenses,All Other Larceny,45.579953891,-122.679570836,7644109,705066,2/8/2023,1
1200 BLOCK OF N WATTS ST,23-49994,Property,Kenton,2/23/2023,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.581418514,-122.679595862,7644117,705600,2/23/2023,1
1200 BLOCK OF N WYGANT ST,23-4367,Property,Overlook,12/31/2022,2026,Larceny Offenses,Theft From Building,45.557526785,-122.679603731,7643880,696892,1/5/2023,1
1200 BLOCK OF NE 2ND AVE,23-20515,Property,Lloyd,1/22/2023,1726,Larceny Offenses,Theft From Motor Vehicle,45.532560000,-122.663752198,7647695,687683,1/22/2023,1
1200 BLOCK OF NE 2ND AVE,23-23056,Person,Lloyd,1/25/2023,0921,Assault Offenses,Simple Assault,45.532560000,-122.663752198,7647695,687683,1/25/2023,1
1200 BLOCK OF NE 2ND AVE,23-25377,Person,Lloyd,1/27/2023,1912,Assault Offenses,Simple Assault,45.532560000,-122.663752198,7647695,687683,1/27/2023,1
1200 BLOCK OF NE 47TH AVE,23-903476,Property,Hollywood,2/8/2023,0630,Vandalism,Vandalism,45.531603727,-122.615048634,7660162,687004,2/8/2023,1
1200 BLOCK OF NE 63RD AVE,23-16325,Property,Rose City Park,1/17/2023,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.532009983,-122.598875285,7664309,687044,1/18/2023,2
1200 BLOCK OF NE 74TH AVE,23-448,Person,Montavilla,1/1/2023,1133,Assault Offenses,Aggravated Assault,45.531880655,-122.586843404,7667390,686917,1/1/2023,1
1200 BLOCK OF NE 74TH AVE,23-448,Society,Montavilla,1/1/2023,1133,Weapon Law Violations,Weapons Law Violations,45.531880655,-122.586843404,7667390,686917,1/1/2023,1
1200 BLOCK OF NE 76TH AVE,23-903077,Property,Montavilla,2/3/2023,2200,Larceny Offenses,Theft From Motor Vehicle,45.531880414,-122.584891582,7667890,686904,2/4/2023,1
1200 BLOCK OF NE 102ND AVE,23-7060,Property,Hazelwood,1/8/2023,0920,Motor Vehicle Theft,Motor Vehicle Theft,45.531676268,-122.558011742,7674774,686653,1/8/2023,1
1200 BLOCK OF NE 102ND AVE,23-18989,Property,Hazelwood,1/20/2023,2346,Larceny Offenses,Shoplifting,45.531676268,-122.558011742,7674774,686653,1/20/2023,1
1200 BLOCK OF NE 102ND AVE,23-23714,Property,Hazelwood,1/25/2023,2210,Larceny Offenses,All Other Larceny,45.531676268,-122.558011742,7674774,686653,1/25/2023,1
1200 BLOCK OF NE 102ND AVE,23-25302,Property,Hazelwood,1/27/2023,1540,Motor Vehicle Theft,Motor Vehicle Theft,45.531676268,-122.558011742,7674774,686653,1/27/2023,1
1200 BLOCK OF NE 102ND AVE,23-34547,Person,Hazelwood,2/6/2023,1756,Assault Offenses,Simple Assault,45.531676268,-122.558011742,7674774,686653,2/6/2023,2
1200 BLOCK OF NE 102ND AVE,23-42873,Property,Hazelwood,2/15/2023,1918,Larceny Offenses,Shoplifting,45.531676268,-122.558011742,7674774,686653,2/15/2023,1
1200 BLOCK OF NE 102ND AVE,23-47254,Property,Hazelwood,2/15/2023,1600,Larceny Offenses,All Other Larceny,45.531676268,-122.558011742,7674774,686653,2/20/2023,1
1200 BLOCK OF NE 102ND AVE,23-51433,Property,Hazelwood,2/25/2023,1051,Larceny Offenses,Shoplifting,45.531676268,-122.558011742,7674774,686653,2/25/2023,1
1200 BLOCK OF NE 122ND AVE,23-8678,Property,Hazelwood,1/9/2023,2200,Larceny Offenses,Theft From Motor Vehicle,45.531760468,-122.537735742,7679969,686552,1/10/2023,1
1200 BLOCK OF NE 131ST PL,23-21883,Property,Hazelwood,1/24/2023,0541,Motor Vehicle Theft,Motor Vehicle Theft,45.531900385,-122.527497818,7682593,686537,1/24/2023,1
1200 BLOCK OF NE 137TH AVE,23-901485,Property,Hazelwood,1/9/2023,1310,Fraud Offenses,Identity Theft,45.532022861,-122.521947425,7684016,686546,1/18/2023,1
1200 BLOCK OF NE BEECH ST,23-902428,Property,Sabin,1/29/2023,0700,Vandalism,Vandalism,45.549438309,-122.653262776,7650546,693763,1/29/2023,1
1200 BLOCK OF NE BROADWAY,23-41021,Person,Lloyd,2/13/2023,1815,Assault Offenses,Simple Assault,45.535000377,-122.653019613,7650468,688499,2/13/2023,1
1200 BLOCK OF NE CHURCH ST,23-41282,Person,Vernon,2/14/2023,0424,Assault Offenses,Aggravated Assault,45.563259371,-122.652599924,7650850,698796,2/14/2023,1
1200 BLOCK OF NE CHURCH ST,23-41282,Person,Vernon,2/14/2023,0424,Assault Offenses,Simple Assault,45.563259371,-122.652599924,7650850,698796,2/14/2023,1
1200 BLOCK OF NE DAVIS ST,23-50517,Property,Kerns,2/24/2023,0600,Motor Vehicle Theft,Motor Vehicle Theft,45.524381466,-122.653073606,7650351,684629,2/24/2023,1
1200 BLOCK OF NE GOING ST,23-11716,Property,King,1/13/2023,0400,Motor Vehicle Theft,Motor Vehicle Theft,45.556424977,-122.653188129,7650633,696309,1/13/2023,1
1200 BLOCK OF NE HOLLADAY ST,23-16506,Property,Sullivan's Gulch,11/18/2022,1700,Larceny Offenses,Theft From Motor Vehicle,45.530039157,-122.653057867,7650410,686691,1/18/2023,1
1200 BLOCK OF NE LENORE ST,23-48065,Property,Woodlawn,2/19/2023,0800,Vandalism,Vandalism,45.570867925,-122.652279234,7651006,701567,2/21/2023,1
1200 BLOCK OF NE LLOYD BLVD,23-902007,Property,Sullivan's Gulch,1/31/2023,1100,Larceny Offenses,Shoplifting,45.529407836,-122.653072960,7650400,686461,1/31/2023,1
1200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-15883,Property,Lloyd,1/17/2023,1825,Vandalism,Vandalism,45.531871041,-122.661727232,7648207,687418,1/17/2023,1
1200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-32176,Property,Lloyd,2/3/2023,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.531871041,-122.661727232,7648207,687418,2/4/2023,1
1200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-901429,Property,Lloyd,1/18/2023,0850,Vandalism,Vandalism,45.531871041,-122.661727232,7648207,687418,1/18/2023,1
1200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-903142,Property,Lloyd,1/29/2023,1150,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531871041,-122.661727232,7648207,687418,2/5/2023,1
1200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-903913,Property,Lloyd,2/21/2023,0930,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531871041,-122.661727232,7648207,687418,2/21/2023,1
1200 BLOCK OF NE SHAVER ST,23-26936,Property,Sabin,1/29/2023,0320,Motor Vehicle Theft,Motor Vehicle Theft,45.552003971,-122.653242975,7650576,694698,1/29/2023,1
1200 BLOCK OF NE TILLAMOOK ST,23-901866,Property,Irvington,1/24/2023,2225,Vandalism,Vandalism,45.537415038,-122.653005791,7650495,689379,1/25/2023,1
1200 BLOCK OF NE WEIDLER ST,23-15566,Property,Lloyd,1/17/2023,1226,Motor Vehicle Theft,Motor Vehicle Theft,45.534295178,-122.653024098,7650460,688242,1/17/2023,1
1200 BLOCK OF NE WEIDLER ST,23-34975,Property,Lloyd,2/7/2023,0621,Motor Vehicle Theft,Motor Vehicle Theft,45.534295178,-122.653024098,7650460,688242,2/7/2023,1
1200 BLOCK OF NE WEIDLER ST,23-52396,Property,Lloyd,2/26/2023,1611,Larceny Offenses,Theft From Motor Vehicle,45.534295178,-122.653024098,7650460,688242,2/26/2023,1
1200 BLOCK OF NE WEIDLER ST,23-900210,Property,Lloyd,1/3/2023,0745,Larceny Offenses,Theft From Motor Vehicle,45.534295178,-122.653024098,7650460,688242,1/3/2023,1
1200 BLOCK OF NE WEIDLER ST,23-900918,Property,Lloyd,1/11/2023,1730,Larceny Offenses,All Other Larceny,45.534295178,-122.653024098,7650460,688242,1/12/2023,1
1200 BLOCK OF NE WEIDLER ST,23-902973,Property,Lloyd,2/3/2023,0630,Larceny Offenses,Theft From Building,45.534295178,-122.653024098,7650460,688242,2/3/2023,1
1200 BLOCK OF NE WEIDLER ST,23-903882,Property,Lloyd,2/21/2023,1735,Larceny Offenses,Theft From Building,45.534295178,-122.653024098,7650460,688242,2/22/2023,1
1200 BLOCK OF NW 9TH AVE,23-35381,Property,Pearl,2/7/2023,1549,Burglary,Burglary,45.531906327,-122.680482127,7643403,687560,2/7/2023,1
1200 BLOCK OF NW 9TH AVE,23-47907,Person,Pearl,2/21/2023,0839,Assault Offenses,Simple Assault,45.531903212,-122.680357087,7643435,687558,2/21/2023,2
1200 BLOCK OF NW 9TH AVE,23-47907,Property,Pearl,2/21/2023,0839,Burglary,Burglary,45.531903212,-122.680357087,7643435,687558,2/21/2023,1
1200 BLOCK OF NW 10TH AVE,23-47409,Property,Pearl,2/20/2023,1730,Vandalism,Vandalism,45.531878854,-122.681496046,7643143,687557,2/20/2023,1
1200 BLOCK OF NW 18TH AVE,23-35909,Property,Northwest,2/7/2023,0100,Larceny Offenses,Theft From Building,45.531740635,-122.689485602,7641095,687562,2/8/2023,1
1200 BLOCK OF NW 18TH AVE,23-902639,Property,Northwest,1/29/2023,1600,Vandalism,Vandalism,45.531740635,-122.689485602,7641095,687562,1/30/2023,1
1200 BLOCK OF NW 19TH AVE,23-902046,Property,Northwest,1/26/2023,0250,Vandalism,Vandalism,45.531718928,-122.690624659,7640803,687562,1/27/2023,1
1200 BLOCK OF NW COUCH ST,23-900685,Property,Pearl,1/5/2023,1110,Larceny Offenses,Shoplifting,45.523694163,-122.683679610,7642503,684589,1/9/2023,1
1200 BLOCK OF NW COUCH ST,23-900686,Property,Pearl,12/5/2022,1655,Larceny Offenses,Shoplifting,45.523694163,-122.683679610,7642503,684589,1/9/2023,1
1200 BLOCK OF NW COUCH ST,23-900692,Property,Pearl,11/19/2022,1700,Larceny Offenses,Shoplifting,45.523694163,-122.683679610,7642503,684589,1/9/2023,1
1200 BLOCK OF NW COUCH ST,23-902074,Property,Pearl,1/27/2023,1135,Larceny Offenses,Shoplifting,45.523694163,-122.683679610,7642503,684589,1/27/2023,1
1200 BLOCK OF NW COUCH ST,23-902663,Property,Pearl,1/29/2023,1433,Larceny Offenses,Shoplifting,45.523694163,-122.683679610,7642503,684589,1/30/2023,1
1200 BLOCK OF NW COUCH ST,23-902774,Property,Pearl,1/30/2023,1836,Larceny Offenses,Shoplifting,45.523694163,-122.683679610,7642503,684589,2/2/2023,1
1200 BLOCK OF NW COUCH ST,23-903718,Property,Pearl,2/20/2023,1751,Larceny Offenses,Shoplifting,45.523694163,-122.683679610,7642503,684589,2/22/2023,1
