Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
3800 BLOCK OF NE 152ND AVE,23-18358,Person,Wilkes,1/20/2023,0845,Assault Offenses,Simple Assault,45.550763523,-122.506148423,7688233,693276,1/20/2023,1
3800 BLOCK OF NE GARFIELD AVE,23-20924,Property,King,1/22/2023,2345,Larceny Offenses,Theft From Motor Vehicle,45.550487526,-122.662701915,7648139,694210,1/23/2023,1
3800 BLOCK OF NE MALLORY AVE,23-10228,Property,King,1/11/2023,1705,Motor Vehicle Theft,Motor Vehicle Theft,45.550487162,-122.663596147,7647910,694216,1/11/2023,1
3800 BLOCK OF NE MULTNOMAH ST,23-6192,Property,Laurelhurst,1/6/2023,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.531470423,-122.623467723,7658004,687012,1/7/2023,1
3800 BLOCK OF NE SANDY BLVD,23-900220,Property,Hollywood,1/3/2023,0645,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.534515897,-122.623612876,7657996,688123,1/3/2023,1
3800 BLOCK OF NW THURMAN ST,23-901590,Property,Northwest,1/19/2023,1100,Larceny Offenses,Theft From Motor Vehicle,45.539714048,-122.721640698,7632938,690693,1/19/2023,1
3800 BLOCK OF NW YEON AVE,23-904031,Property,Northwest Industrial,1/13/2023,1030,Vandalism,Vandalism,45.549854821,-122.720358524,7633368,694380,2/27/2023,1
3800 BLOCK OF S BOND AVE,23-52667,Property,South Portland,2/27/2023,0106,Vandalism,Vandalism,45.495354085,-122.670972303,7645481,674172,2/27/2023,1
3800 BLOCK OF S BOND AVE,23-901300,Property,South Portland,1/16/2023,0135,Larceny Offenses,Theft From Building,45.495350960,-122.670847345,7645513,674170,1/17/2023,1
3800 BLOCK OF S BOND AVE,23-902099,Property,South Portland,1/20/2023,1930,Vandalism,Vandalism,45.495354085,-122.670972303,7645481,674172,1/23/2023,1
3800 BLOCK OF S CORBETT AVE,23-901689,Property,South Portland,1/17/2023,1440,Fraud Offenses,Identity Theft,45.495439274,-122.676039361,7644183,674238,1/19/2023,1
3800 BLOCK OF S MOODY AVE,23-14557,Property,South Portland,1/14/2023,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.495370637,-122.671983354,7645222,674185,1/16/2023,1
3800 BLOCK OF S MOODY AVE,23-901789,Property,South Portland,1/21/2023,0600,Larceny Offenses,Theft From Motor Vehicle,45.495370637,-122.671983354,7645222,674185,1/21/2023,1
3800 BLOCK OF SE 8TH AVE,23-902721,Property,Brooklyn,2/1/2023,1100,Vandalism,Vandalism,45.494818578,-122.657457658,7648940,673884,2/1/2023,1
3800 BLOCK OF SE 13TH AVE,23-902336,Property,Brooklyn,1/27/2023,0400,Larceny Offenses,Theft From Motor Vehicle,45.495044064,-122.652312759,7650261,673931,1/27/2023,1
3800 BLOCK OF SE 32ND AVE,23-1378,Property,Creston-Kenilworth,1/2/2023,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.495117240,-122.632505380,7655339,673823,1/2/2023,1
3800 BLOCK OF SE 35TH PL,23-900725,Property,Creston-Kenilworth,1/10/2023,0705,Vandalism,Vandalism,45.495128900,-122.627734702,7656562,673795,1/10/2023,1
3800 BLOCK OF SE 41ST AVE,23-4242,Property,Creston-Kenilworth,1/5/2023,1239,Vandalism,Vandalism,45.494996527,-122.619907958,7658567,673694,1/5/2023,1
3800 BLOCK OF SE 41ST AVE,23-901871,Property,Creston-Kenilworth,1/24/2023,1555,Larceny Offenses,All Other Larceny,45.494996088,-122.619783106,7658599,673693,1/25/2023,1
3800 BLOCK OF SE 42ND AVE,23-903689,Property,Creston-Kenilworth,2/10/2023,0800,Vandalism,Vandalism,45.494812845,-122.618859504,7658834,673620,2/10/2023,1
3800 BLOCK OF SE 69TH AVE,23-904557,Property,Foster-Powell,2/10/2023,2200,Larceny Offenses,All Other Larceny,45.494759727,-122.592275423,7665648,673423,2/14/2023,1
3800 BLOCK OF SE 82ND AVE,23-18526,Property,Lents,1/13/2023,1530,Motor Vehicle Theft,Motor Vehicle Theft,45.494465805,-122.578696727,7669126,673226,1/20/2023,1
3800 BLOCK OF SE 82ND AVE,23-27827,Property,Lents,1/30/2023,1218,Vandalism,Vandalism,45.494465805,-122.578696727,7669126,673226,1/30/2023,1
3800 BLOCK OF SE 82ND AVE,23-32618,Property,Lents,2/4/2023,1802,Vandalism,Vandalism,45.494465805,-122.578696727,7669126,673226,2/4/2023,1
3800 BLOCK OF SE 82ND AVE,23-44873,Person,Lents,2/17/2023,2202,Assault Offenses,Simple Assault,45.494465805,-122.578696727,7669126,673226,2/17/2023,1
3800 BLOCK OF SE 82ND AVE,23-902838,Property,Lents,12/30/2022,1300,Larceny Offenses,All Other Larceny,45.494465805,-122.578696727,7669126,673226,2/2/2023,1
3800 BLOCK OF SE 92ND AVE,23-2202,Property,Lents,1/2/2023,1000,Larceny Offenses,Theft From Motor Vehicle,45.494116133,-122.568584200,7671715,673032,1/3/2023,1
3800 BLOCK OF SE 122ND AVE,23-44285,Person,Powellhurst-Gilbert,2/17/2023,0918,Assault Offenses,Simple Assault,45.494145864,-122.537607494,7679656,672841,2/17/2023,2
3800 BLOCK OF SE 130TH AVE,23-21931,Property,Powellhurst-Gilbert,1/23/2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.494149842,-122.529946132,7681620,672793,1/24/2023,1
3800 BLOCK OF SE BELMONT ST,23-17185,Property,Sunnyside,1/19/2023,0544,Larceny Offenses,Shoplifting,45.516395848,-122.623676725,7657806,681519,1/19/2023,1
3800 BLOCK OF SE BELMONT ST,23-17185,Society,Sunnyside,1/19/2023,0544,Weapon Law Violations,Weapons Law Violations,45.516395848,-122.623676725,7657806,681519,1/19/2023,1
3800 BLOCK OF SE BELMONT ST,23-18097,Person,Sunnyside,1/20/2023,0444,Assault Offenses,Simple Assault,45.516395848,-122.623676725,7657806,681519,1/20/2023,1
3800 BLOCK OF SE BELMONT ST,23-18097,Property,Sunnyside,1/20/2023,0444,Stolen Property Offenses,Stolen Property Offenses,45.516395848,-122.623676725,7657806,681519,1/20/2023,1
3800 BLOCK OF SE BELMONT ST,23-18097,Society,Sunnyside,1/20/2023,0444,Weapon Law Violations,Weapons Law Violations,45.516395848,-122.623676725,7657806,681519,1/20/2023,1
3800 BLOCK OF SE CORA ST,23-904440,Property,Creston-Kenilworth,2/12/2023,2105,Larceny Offenses,Theft From Motor Vehicle,45.491724148,-122.623132830,7657709,672523,2/13/2023,1
3800 BLOCK OF SE DIVISION ST,23-52968,Property,Richmond,2/26/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.504833440,-122.623271708,7657799,677302,2/27/2023,1
3800 BLOCK OF SE FRANCIS ST,23-30801,Property,Creston-Kenilworth,2/2/2023,1736,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.494714890,-122.623123673,7657740,673613,2/2/2023,1
3800 BLOCK OF SE GLADSTONE ST,23-20890,Property,Creston-Kenilworth,1/23/2023,0450,Burglary,Burglary,45.493375907,-122.623128245,7657726,673125,1/23/2023,1
3800 BLOCK OF SE GRANT CT,23-53101,Property,Richmond,2/26/2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.506813698,-122.623306721,7657809,678024,2/27/2023,1
3800 BLOCK OF SE HAWTHORNE BLVD,23-19238,Property,Sunnyside,1/20/2023,2040,Larceny Offenses,Theft From Motor Vehicle,45.512094800,-122.624218301,7657626,679955,1/21/2023,1
3800 BLOCK OF SE HAWTHORNE BLVD,23-41591,Property,Sunnyside,2/14/2023,1140,Motor Vehicle Theft,Motor Vehicle Theft,45.512094800,-122.624218301,7657626,679955,2/14/2023,1
3800 BLOCK OF SE HAWTHORNE BLVD,23-900084,Property,Sunnyside,12/20/2022,0809,Fraud Offenses,Credit Card/ATM Fraud,45.512094800,-122.624218301,7657626,679955,1/2/2023,1
3800 BLOCK OF SE HAWTHORNE BLVD,23-900238,Property,Sunnyside,12/21/2022,1930,Larceny Offenses,All Other Larceny,45.512094800,-122.624218301,7657626,679955,1/8/2023,1
3800 BLOCK OF SE HAWTHORNE BLVD,23-903105,Property,Sunnyside,2/4/2023,1520,Larceny Offenses,Theft From Motor Vehicle,45.512094800,-122.624218301,7657626,679955,2/4/2023,1
3800 BLOCK OF SE POWELL BLVD,23-25051,Property,Creston-Kenilworth,1/27/2023,1053,Vandalism,Vandalism,45.497234196,-122.623237341,7657735,674532,1/27/2023,1
3800 BLOCK OF SE STARK ST,23-31223,Property,Sunnyside,2/3/2023,0527,Burglary,Burglary,45.519251144,-122.623721070,7657822,682560,2/3/2023,1
3800 BLOCK OF SE YAMHILL ST,23-53100,Property,Sunnyside,2/27/2023,1330,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.515685379,-122.623669668,7657801,681260,2/27/2023,1
3800 BLOCK OF SW TROY ST,23-902643,Property,Multnomah,1/30/2023,0230,Larceny Offenses,All Other Larceny,45.468228760,-122.716685958,7633492,664604,1/30/2023,1
3900 BLOCK OF N BORTHWICK AVE,23-23210,Property,Boise,1/25/2023,1226,Vandalism,Vandalism,45.551433978,-122.673473038,7645390,694629,1/25/2023,1
3900 BLOCK OF N BORTHWICK AVE,23-900738,Property,Boise,1/9/2023,1000,Vandalism,Vandalism,45.551433598,-122.673348060,7645422,694628,1/9/2023,1
3900 BLOCK OF N INTERSTATE AVE,23-27576,Property,Overlook,1/29/2023,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.551497781,-122.680824864,7643508,694703,1/30/2023,1
3900 BLOCK OF N MISSISSIPPI AVE,23-10526,Person,Boise,1/11/2023,2313,Assault Offenses,Intimidation,45.551473333,-122.675598912,7644846,694658,1/11/2023,1
3900 BLOCK OF N MONTANA AVE,23-12342,Person,Overlook,1/13/2023,2300,Assault Offenses,Aggravated Assault,45.551484937,-122.679766090,7643779,694691,1/13/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-19632,Property,Boise,1/20/2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.551418193,-122.667915507,7646813,694585,1/21/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-24035,Property,Boise,1/26/2023,0200,Vandalism,Vandalism,45.551418193,-122.667915507,7646813,694585,1/26/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-28160,Property,Boise,1/30/2023,1921,Motor Vehicle Theft,Motor Vehicle Theft,45.551418193,-122.667915507,7646813,694585,1/30/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-29077,Property,Boise,1/31/2023,1706,Motor Vehicle Theft,Motor Vehicle Theft,45.551418193,-122.667915507,7646813,694585,1/31/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-900001,Property,Boise,12/31/2022,1900,Vandalism,Vandalism,45.551418193,-122.667915507,7646813,694585,1/1/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-900060,Property,Boise,1/2/2023,0800,Larceny Offenses,All Other Larceny,45.551418193,-122.667915507,7646813,694585,1/2/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-900574,Property,Boise,1/7/2023,1000,Larceny Offenses,Theft From Motor Vehicle,45.551418193,-122.667915507,7646813,694585,1/7/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-900840,Property,Boise,12/18/2022,0745,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.551418193,-122.667915507,7646813,694585,1/11/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-902701,Property,Boise,1/24/2023,2100,Larceny Offenses,Theft From Building,45.551418193,-122.667915507,7646813,694585,2/1/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-902714,Property,Boise,1/10/2023,1550,Larceny Offenses,All Other Larceny,45.551418193,-122.667915507,7646813,694585,1/31/2023,1
3900 BLOCK OF N VANCOUVER AVE,23-903146,Property,Boise,1/24/2023,1800,Burglary,Burglary,45.551418193,-122.667915507,7646813,694585,2/5/2023,1
3900 BLOCK OF N WILLIAMS AVE,23-22110,Property,Boise,1/24/2023,1039,Larceny Offenses,All Other Larceny,45.551425672,-122.666791131,7647101,694580,1/24/2023,1
3900 BLOCK OF N WILLIAMS AVE,23-28975,Property,Boise,1/30/2023,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.551425672,-122.666791131,7647101,694580,1/31/2023,1
3900 BLOCK OF NE 6TH AVE,23-47798,Property,King,2/21/2023,0430,Motor Vehicle Theft,Motor Vehicle Theft,45.551433781,-122.659652974,7648929,694534,2/21/2023,1
3900 BLOCK OF NE 10TH AVE,23-901735,Property,King,1/20/2023,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.551422029,-122.655747466,7649929,694503,1/21/2023,1
3900 BLOCK OF NE 15TH AVE,23-31472,Property,Sabin,2/2/2023,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.551318538,-122.650432669,7651289,694429,2/3/2023,1
3900 BLOCK OF NE 17TH AVE,23-900660,Property,Sabin,1/7/2023,2200,Larceny Offenses,Theft From Motor Vehicle,45.551313339,-122.648362799,7651819,694413,1/9/2023,1
3900 BLOCK OF NE 36TH AVE,23-902904,Property,Beaumont-Wilshire,1/29/2023,0200,Larceny Offenses,Theft From Motor Vehicle,45.551447552,-122.626683208,7657372,694315,2/2/2023,1
3900 BLOCK OF NE 38TH AVE,23-26864,Property,Beaumont-Wilshire,1/28/2023,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.551043077,-122.624371914,7657960,694152,1/29/2023,1
3900 BLOCK OF NE 47TH AVE,23-14246,Property,Beaumont-Wilshire,1/16/2023,0104,Motor Vehicle Theft,Motor Vehicle Theft,45.550930188,-122.615019168,7660354,694048,1/16/2023,1
3900 BLOCK OF NE 72ND AVE,23-900430,Property,Roseway,12/29/2022,1400,Burglary,Burglary,45.551414908,-122.589260394,7666955,694053,1/5/2023,1
3900 BLOCK OF NE 112TH AVE,23-18308,Property,Parkrose,1/16/2023,1900,Larceny Offenses,Theft From Motor Vehicle,45.551467338,-122.547459818,7677660,693798,1/20/2023,1
3900 BLOCK OF NE CULLY BLVD,23-15416,Person,Cully,1/17/2023,0600,Assault Offenses,Intimidation,45.551467516,-122.604277006,7663110,694172,1/17/2023,1
3900 BLOCK OF NE KNOTT ST,23-13799,Property,Grant Park,1/14/2023,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.542065756,-122.622454638,7658365,690867,1/15/2023,1
3900 BLOCK OF NE MALLORY AVE,23-900518,Property,King,1/6/2023,0945,Vandalism,Vandalism,45.551430957,-122.663596985,7647919,694560,1/6/2023,1
3900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-12586,Property,King,1/14/2023,0559,Vandalism,Vandalism,45.551437869,-122.661625188,7648424,694549,1/14/2023,1
3900 BLOCK OF NE TILLAMOOK ST,23-8269,Property,Hollywood,1/8/2023,1130,Motor Vehicle Theft,Motor Vehicle Theft,45.537733490,-122.622460524,7658322,689288,1/9/2023,1
3900 BLOCK OF NE TILLAMOOK ST,23-903540,Property,Hollywood,11/8/2022,2000,Larceny Offenses,All Other Larceny,45.537733490,-122.622460524,7658322,689288,2/10/2023,1
3900 BLOCK OF S BOND AVE,23-900113,Property,South Portland,1/1/2023,0245,Larceny Offenses,Theft From Motor Vehicle,45.494645841,-122.670992050,7645469,673914,1/3/2023,1
3900 BLOCK OF S BOND AVE,23-900922,Property,South Portland,1/8/2023,2130,Larceny Offenses,Theft From Motor Vehicle,45.494645841,-122.670992050,7645469,673914,1/12/2023,1
3900 BLOCK OF S CORBETT AVE,23-44462,Society,South Portland,2/17/2023,1252,Pornography/Obscene Material,Pornography/Obscene Material,45.494725020,-122.675941779,7644201,673977,2/17/2023,1
3900 BLOCK OF S CORBETT AVE,23-903074,Property,South Portland,2/3/2023,2350,Burglary,Burglary,45.494728140,-122.676066737,7644169,673979,2/4/2023,1
3900 BLOCK OF SE 11TH AVE,23-46155,Property,Brooklyn,2/18/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.494237716,-122.654345903,7649732,673651,2/19/2023,1
3900 BLOCK OF SE 28TH PL,23-903370,Property,Creston-Kenilworth,2/6/2023,0911,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.494435310,-122.636572050,7654290,673602,2/6/2023,1
3900 BLOCK OF SE 37TH AVE,23-16316,Property,Creston-Kenilworth,1/17/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.494411516,-122.624544038,7657373,673512,1/18/2023,1
3900 BLOCK OF SE 66TH AVE,23-7131,Property,Foster-Powell,1/8/2023,1310,Larceny Offenses,Theft From Motor Vehicle,45.494220135,-122.595235950,7664884,673246,1/8/2023,1
3900 BLOCK OF SE 67TH AVE,23-901805,Property,Foster-Powell,1/23/2023,0920,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.494186812,-122.594204845,7665148,673227,1/25/2023,1
3900 BLOCK OF SE 82ND AVE,23-12908,Property,Lents,1/14/2023,1547,Embezzlement,Embezzlement,45.493782535,-122.578702933,7669118,672977,1/14/2023,1
3900 BLOCK OF SE 82ND AVE,23-901193,Property,Lents,1/14/2023,1330,Fraud Offenses,Credit Card/ATM Fraud,45.493782535,-122.578702933,7669118,672977,1/15/2023,1
3900 BLOCK OF SE 82ND AVE,23-901193,Property,Lents,1/14/2023,1330,Larceny Offenses,All Other Larceny,45.493782535,-122.578702933,7669118,672977,1/15/2023,1
3900 BLOCK OF SE 91ST AVE,23-16142,Property,Lents,1/18/2023,0100,Burglary,Burglary,45.493464311,-122.570042832,7671335,672804,1/18/2023,1
3900 BLOCK OF SE 91ST AVE,23-26932,Person,Lents,1/29/2023,1214,Assault Offenses,Intimidation,45.493464311,-122.570042832,7671335,672804,1/29/2023,1
3900 BLOCK OF SE 91ST AVE,23-37775,Property,Lents,2/9/2023,1900,Larceny Offenses,Theft From Motor Vehicle,45.493464311,-122.570042832,7671335,672804,2/10/2023,1
3900 BLOCK OF SE 91ST AVE,23-902674,Property,Lents,1/31/2023,0800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.493464311,-122.570042832,7671335,672804,1/31/2023,1
3900 BLOCK OF SE 102ND AVE,23-41482,Property,Lents,12/4/2022,1600,Burglary,Burglary,45.493221051,-122.558237515,7674359,672638,2/14/2023,1
3900 BLOCK OF SE 116TH AVE,23-903177,Property,Powellhurst-Gilbert,2/4/2023,0105,Vandalism,Vandalism,45.493568603,-122.543383584,7678170,672668,2/5/2023,1
3900 BLOCK OF SE 134TH AVE,23-24297,Property,Powellhurst-Gilbert,1/26/2023,0236,Motor Vehicle Theft,Motor Vehicle Theft,45.493501172,-122.525507114,7682752,672528,1/26/2023,1
3900 BLOCK OF SE 146TH AVE,23-42287,Property,Centennial,2/15/2023,0645,Motor Vehicle Theft,Motor Vehicle Theft,45.493511575,-122.512899748,7685984,672451,2/15/2023,1
3900 BLOCK OF SE 147TH AVE,23-26054,Property,Centennial,1/28/2023,1349,Vandalism,Vandalism,45.493441050,-122.511914224,7686236,672419,1/28/2023,1
3900 BLOCK OF SE 150TH AVE,23-21875,Property,Centennial,1/23/2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.494002500,-122.508364756,7687151,672601,1/24/2023,1
3900 BLOCK OF SE 168TH AVE,23-3503,Property,Centennial,1/3/2023,1838,Motor Vehicle Theft,Motor Vehicle Theft,45.493947843,-122.489911498,7691881,672464,1/4/2023,1
3900 BLOCK OF SE 168TH AVE,23-21381,Property,Centennial,1/22/2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.493947843,-122.489911498,7691881,672464,1/23/2023,1
3900 BLOCK OF SE BROOKLYN ST,23-20661,Property,Richmond,1/22/2023,2110,Vandalism,Vandalism,45.501255579,-122.621944083,7658105,675989,1/22/2023,1
3900 BLOCK OF SE BROOKLYN ST,23-900480,Property,Richmond,1/2/2023,0020,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.501167771,-122.621944704,7658104,675957,1/5/2023,1
3900 BLOCK OF SE GLADSTONE ST,23-29492,Property,Creston-Kenilworth,1/31/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.493284318,-122.621997426,7658015,673084,2/1/2023,1
3900 BLOCK OF SE HAROLD ST,23-32433,Property,Woodstock,2/4/2023,1130,Motor Vehicle Theft,Motor Vehicle Theft,45.482737957,-122.622133996,7657879,669241,2/4/2023,1
3900 BLOCK OF SE HARRISON ST,23-901005,Property,Richmond,10/20/2022,1815,Fraud Offenses,Identity Theft,45.508819028,-122.621984747,7658167,678746,1/15/2023,1
3900 BLOCK OF SE HAWTHORNE BLVD,23-18465,Property,Sunnyside,1/20/2023,0756,Burglary,Burglary,45.512088553,-122.622181060,7658148,679939,1/20/2023,1
3900 BLOCK OF SE HAWTHORNE BLVD,23-21807,Property,Sunnyside,1/22/2023,0715,Burglary,Burglary,45.512088553,-122.622181060,7658148,679939,1/22/2023,1
3900 BLOCK OF SE HOLGATE BLVD,23-20454,Property,Creston-Kenilworth,1/22/2023,1605,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,1/22/2023,1
3900 BLOCK OF SE HOLGATE BLVD,23-901826,Property,Creston-Kenilworth,1/24/2023,1402,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,1/24/2023,1
3900 BLOCK OF SE HOLGATE BLVD,23-901849,Property,Creston-Kenilworth,1/24/2023,1545,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,1/24/2023,1
3900 BLOCK OF SE HOLGATE BLVD,23-903024,Property,Creston-Kenilworth,2/3/2023,1253,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,2/3/2023,1
3900 BLOCK OF SE HOLGATE BLVD,23-903972,Property,Creston-Kenilworth,2/26/2023,1000,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,2/26/2023,1
3900 BLOCK OF SE PINE ST,23-21204,Property,Laurelhurst,1/22/2023,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.520940376,-122.622281627,7658207,683166,1/23/2023,1
3900 BLOCK OF SE POWELL BLVD,23-20310,Property,Creston-Kenilworth,1/22/2023,1313,Robbery,Robbery,45.497345339,-122.621677074,7658136,674562,1/22/2023,1
3900 BLOCK OF SE POWELL BLVD,23-24526,Society,Richmond,1/27/2023,1907,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.497433003,-122.621684250,7658135,674594,1/27/2023,1
3900 BLOCK OF SE POWELL BLVD,23-39762,Property,Creston-Kenilworth,2/12/2023,1003,Robbery,Robbery,45.497345339,-122.621677074,7658136,674562,2/12/2023,1
3900 BLOCK OF SE POWELL BLVD,23-39878,Property,Creston-Kenilworth,2/12/2023,1303,Robbery,Robbery,45.497345339,-122.621677074,7658136,674562,2/12/2023,1
3900 BLOCK OF SE POWELL BLVD,23-39878,Property,Creston-Kenilworth,2/12/2023,1303,Vandalism,Vandalism,45.497345339,-122.621677074,7658136,674562,2/12/2023,1
3900 BLOCK OF SE POWELL BLVD,23-39922,Property,Creston-Kenilworth,2/12/2023,1342,Robbery,Robbery,45.497345339,-122.621677074,7658136,674562,2/12/2023,1
3900 BLOCK OF SE POWELL BLVD,23-45859,Property,Richmond,2/18/2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.497433003,-122.621684250,7658135,674594,2/18/2023,1
3900 BLOCK OF SE POWELL BLVD,23-48583,Property,Creston-Kenilworth,2/21/2023,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.497345339,-122.621677074,7658136,674562,2/21/2023,1
3900 BLOCK OF SW BEAVERTON HILLSDALE HWY,23-214,Property,Bridlemile,1/1/2023,0145,Burglary,Burglary,45.485044797,-122.717841317,7633364,670741,1/1/2023,1
3900 BLOCK OF SW MULTNOMAH BLVD,23-680138,Property,Multnomah,2/7/2023,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.467394354,-122.717554167,7633261,664306,2/7/2023,1
3900 BLOCK OF SW MULTNOMAH BLVD,23-900788,Property,Multnomah,1/7/2023,1615,Burglary,Burglary,45.467482163,-122.717553694,7633262,664338,1/10/2023,1
3900 BLOCK OF W BURNSIDE RD,23-50796,Property,Sylvan-Highlands,2/23/2023,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.520820444,-122.720386230,7633070,683798,2/24/2023,1
4000 BLOCK OF N ALASKA ST,23-7950,Property,Portsmouth,1/6/2023,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.587878449,-122.709006697,7636654,708159,1/9/2023,1
4000 BLOCK OF N ALASKA ST,23-8104,Property,Portsmouth,1/7/2023,0000,Larceny Offenses,Theft From Motor Vehicle,45.587878449,-122.709006697,7636654,708159,1/9/2023,1
4000 BLOCK OF N ALASKA ST,23-15341,Property,Portsmouth,1/17/2023,0743,Motor Vehicle Theft,Motor Vehicle Theft,45.587878449,-122.709006697,7636654,708159,1/17/2023,1
4000 BLOCK OF N ALBINA AVE,23-18307,Property,Boise,1/19/2023,2000,Burglary,Burglary,45.552714412,-122.674533519,7645131,695103,1/20/2023,1
4000 BLOCK OF N ALBINA AVE,23-18307,Property,Boise,1/19/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.552714412,-122.674533519,7645131,695103,1/20/2023,1
4000 BLOCK OF N ATTU ST,23-340,Property,Portsmouth,12/31/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.590075122,-122.708486557,7636809,708956,1/1/2023,1
4000 BLOCK OF N CASTLE AVE,23-32452,Property,Overlook,2/4/2023,1415,Vandalism,Vandalism,45.552783818,-122.686064283,7642179,695208,2/4/2023,1
4000 BLOCK OF N CONCORD AVE,23-902545,Property,Overlook,12/26/2022,1655,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.552781541,-122.685173811,7642407,695201,1/30/2023,1
4000 BLOCK OF N INTERSTATE AVE,23-45248,Property,Overlook,2/18/2023,0919,Robbery,Robbery,45.552762280,-122.681131202,7643442,695166,2/18/2023,1
4000 BLOCK OF N INTERSTATE AVE,23-903806,Property,Overlook,2/10/2023,2200,Vandalism,Vandalism,45.552760052,-122.680814796,7643523,695163,2/10/2023,1
4000 BLOCK OF N KERBY AVE,23-2863,Property,Boise,1/4/2023,0257,Larceny Offenses,Theft From Building,45.552692151,-122.672373107,7645684,695080,1/4/2023,1
4000 BLOCK OF N KERBY AVE,23-13579,Person,Boise,1/14/2023,1730,Assault Offenses,Simple Assault,45.552692151,-122.672373107,7645684,695080,1/15/2023,1
4000 BLOCK OF N MISSOURI AVE,23-9752,Property,Boise,1/11/2023,0700,Motor Vehicle Theft,Motor Vehicle Theft,45.552741273,-122.677607922,7644344,695134,1/11/2023,1
4000 BLOCK OF N VANCOUVER AVE,23-900537,Property,Boise,1/7/2023,0855,Larceny Offenses,Theft From Motor Vehicle,45.552680095,-122.667924664,7646823,695045,1/7/2023,1
4000 BLOCK OF N WILLIAMS AVE,23-903621,Property,Boise,2/9/2023,0237,Vandalism,Vandalism,45.552687186,-122.666675283,7647143,695039,2/9/2023,1
4000 BLOCK OF NE 14TH AVE,23-900374,Property,Sabin,12/13/2022,1700,Burglary,Burglary,45.552578644,-122.651710537,7650974,694897,1/5/2023,1
4000 BLOCK OF NE 15TH AVE,23-4174,Property,Sabin,1/5/2023,1121,Larceny Offenses,Theft From Motor Vehicle,45.552489851,-122.650297419,7651335,694855,1/5/2023,1
4000 BLOCK OF NE 18TH AVE,23-12216,Property,Sabin,1/13/2023,2028,Motor Vehicle Theft,Motor Vehicle Theft,45.552476843,-122.647176734,7652134,694829,1/13/2023,1
4000 BLOCK OF NE 23RD AVE,23-25838,Property,Alameda,1/25/2023,1700,Larceny Offenses,All Other Larceny,45.552465738,-122.641888786,7653488,694789,1/28/2023,1
